MatchNumber,ScoutID,AllianceColor,TeamNumber,score_amp_auto,score_speaker_auto,score_trap_auto,score_amp_tele,score_speaker_tele,score_trap_tele,Climb,Collect,Robot Problem,Foul,Card,Left Community,

